Function Name,Number of Calls,Elapsed Inclusive Time %,Elapsed Exclusive Time %,Avg Elapsed Inclusive Time,Avg Elapsed Exclusive Time,Module Name
ASP.views_shared_site_master.__BuildControl__control8(),2,0,0,0.01,0,App_Web_e03r53wt.dll
Resources.Global.get_RepNegToPosFeedback(),4,0,0,0,0,SmsFeedback_Take4.dll
"ASP.views_reports_index_aspx.__RenderContent4(class System.Web.UI.HtmlTextWriter,class System.Web.UI.Control)",1,0,0,0.01,0,App_Web_jivbjkeg.dll
SmsFeedback_EFModels.ConversationHistory.get_EventTypeName(),8,0,0,0,0,SmsFeedback_EFModels.dll
System.Web.Mvc.TagBuilder.set_InnerHtml(string),16,0,0,0,0,System.Web.WebPages.dll
Resources.Global.get_RepAvgNoOfIncomingSmsPerConversation(),5,0,0,0,0,SmsFeedback_Take4.dll
System.Web.UI.HtmlControls.HtmlLink..ctor(),6,0,0,0,0,System.Web.dll
Resources.Global.get_btnNotificationSolve(),2,0,0,0.01,0,SmsFeedback_Take4.dll
ASP.views_shared_site_master.__BuildControl__control7(),2,0,0,0.01,0,App_Web_e03r53wt.dll
Resources.Global.get_RepAvgNoOfOutgoingSmsPerConversation(),5,0,0,0,0,SmsFeedback_Take4.dll
ASP.views_account_logon_aspx.__BuildControl__control4(),1,0,0,0.02,0,App_Web_q5vesloz.dll
SmsFeedback_Take4.Controllers.XmppController.Dispose(bool),2,0,0,0.43,0,SmsFeedback_Take4.dll
ASP.views_shared_site_master.__BuildControl__control6(),2,0,0,0.01,0,App_Web_e03r53wt.dll
System.Collections.Generic.EqualityComparer`1.GetHashCode(!0),8,0,0,0,0,mscorlib.dll
"ASP.views_reports_index_aspx.__RenderContent1(class System.Web.UI.HtmlTextWriter,class System.Web.UI.Control)",1,0,0,0.13,0,App_Web_jivbjkeg.dll
Resources.Global.get_RepTotalNoOfSms(),5,0,0,0,0,SmsFeedback_Take4.dll
Resources.Global.get_RepSmsPerClient(),3,0,0,0.01,0,SmsFeedback_Take4.dll
ASP.views_account_logon_aspx.__BuildControl__control5(),1,0,0,0.5,0,App_Web_q5vesloz.dll
Resources.Global.get_RepTooltipPosNegFeedbackActivity(),5,0,0,0,0,SmsFeedback_Take4.dll
Resources.Global.get_RepNoOfOutgoingSms(),5,0,0,0,0,SmsFeedback_Take4.dll
System.Web.UI.Control.get_Controls(),4,0,0,0,0,System.Web.dll
ASP.views_shared_logonusercontrol_ascx..ctor(),2,0,0,0.03,0,App_Web_e03r53wt.dll
Resources.Global.get_RepOverviewChartTitle(),5,0,0,0,0,SmsFeedback_Take4.dll
Resources.Global.get_RepPositiveNegativeActivityChartTitle(),5,0,0,0,0,SmsFeedback_Take4.dll
Resources.Global.get_RepNoOfReturningClients(),5,0,0,0,0,SmsFeedback_Take4.dll
Resources.Global.get_RepPositiveNegativeEvolutionChartTitle(),5,0,0,0,0,SmsFeedback_Take4.dll
Resources.Global.get_RepNewReturningClientsChartTitle(),5,0,0,0,0,SmsFeedback_Take4.dll
Resources.Global.get_RepPositiveAndNegativeTitle(),5,0,0,0,0,SmsFeedback_Take4.dll
Resources.Global.get_RepNoOfIncomingSms(),5,0,0,0.01,0,SmsFeedback_Take4.dll
Resources.Global.get_RepNoOfNewClients(),5,0,0,0,0,SmsFeedback_Take4.dll
Resources.Global.get_RepIncomingOutgoingChartTitle(),5,0,0,0,0,SmsFeedback_Take4.dll
ASP.views_shared_logonusercontrol_ascx.__BuildControlTree(class ASP.views_shared_logonusercontrol_ascx),2,0,0,0,0,App_Web_e03r53wt.dll
Resources.Global.get_RepAvgResponseTime(),5,0,0,0,0,SmsFeedback_Take4.dll
System.Text.StringBuilder..ctor(),2,0,0,0,0,mscorlib.dll
Resources.Global.get_RepTooltipPosNegFeedbackTransitions(),5,0,0,0,0,SmsFeedback_Take4.dll
SmsFeedback_Take4.Controllers.ReportsController.<>c__DisplayClassb2.<GetPosAndNegTagEvolution>b__93(class SmsFeedback_EFModels.ConversationHistory),2,0,0,0,0,SmsFeedback_Take4.dll
Resources.Global.get_RepNoOfConversationsByTagsChartTitle(),5,0,0,0,0,SmsFeedback_Take4.dll
"System.Collections.Generic.Dictionary`2.Add(!0,!1)",2,0,0,0,0,mscorlib.dll
ASP.views_reports_index_aspx.__BuildControl__control2(),1,0,0,0.31,0,App_Web_jivbjkeg.dll
System.Collections.Generic.Dictionary`2..ctor(),2,0,0,0,0,mscorlib.dll
Resources.Global.get_btnNotificationDismiss(),2,0,0,0,0,SmsFeedback_Take4.dll
SmsFeedback_Take4.Controllers.ReportsController.<>c__DisplayClassb2.<GetPosAndNegTagEvolution>b__98(class SmsFeedback_EFModels.ConversationHistory),1,0,0,0,0,SmsFeedback_Take4.dll
SmsFeedback_Take4.Models.WorkingPoint.get_TelNumber(),6,0,0,0,0,SmsFeedback_Take4.dll
System.Boolean.ToString(),4,0,0,0,0,mscorlib.dll
ASP.views_account_logon_aspx.ProcessRequest(class System.Web.HttpContext),1,0.65,0,375.46,0,App_Web_q5vesloz.dll
System.Web.UI.ControlCollection.get_Item(int32),4,0,0,0,0,System.Web.dll
get_HasValue(),7,0,0,0,0,SmsFeedback_Take4.dll
System.Web.UI.Page.InitializeCulture(),1,0,0,0,0,System.Web.dll
System.Web.UI.Page.FrameworkInitialize(),1,0,0,0,0,System.Web.dll
System.Web.Mvc.ControllerContext.get_HttpContext(),12,0,0,0,0,System.Web.Mvc.dll
System.Type.GetTypeFromHandle(valuetype System.RuntimeTypeHandle),10,0,0,0,0,mscorlib.dll
Resources.Global.get_RepIncomingSmsChart(),3,0,0,0.01,0,SmsFeedback_Take4.dll
SmsFeedback_Take4.Controllers.MessagesController.Dispose(bool),2,0,0,0.01,0,SmsFeedback_Take4.dll
SmsFeedback_Take4.Controllers.ReportsController.<>c__DisplayClass6a.<GetNewVsReturningClientsChartSource>b__46(class SmsFeedback_EFModels.Message),2,0,0,0.04,0,SmsFeedback_Take4.dll
"System.Web.UI.RenderMethod..ctor(object,native int)",5,0,0,0,0,System.Web.dll
ASP.views_shared_site_master.__BuildControl__control5(),2,0,0,0,0,App_Web_e03r53wt.dll
System.Web.UI.HtmlControls.HtmlTitle..ctor(),2,0,0,0,0,System.Web.dll
Resources.Global.get_RepConversationsUnit(),3,0,0,0,0,SmsFeedback_Take4.dll
SmsFeedback_Take4.Models.AggregateSmsRepository.<GetConversationsForNumbers>b__0(class SmsFeedback_Take4.Models.WorkingPoint),2,0,0,0,0,SmsFeedback_Take4.dll
System.Web.UI.Page.get_Server(),1,0,0,0,0,System.Web.dll
get_Value(),7,0,0,0,0,SmsFeedback_Take4.dll
<>f__AnonymousType8`2.GetHashCode(),2,0,0,0,0,SmsFeedback_Take4.dll
get_Current(),13,0,0,0,0,SmsFeedback_Take4.dll
Resources.Global.get_tabSettings(),2,0,0,0,0,SmsFeedback_Take4.dll
Resources.Global.get_LogOnModel_UserName_Required(),1,0,0,0.01,0,SmsFeedback_Take4.dll
SmsFeedback_Take4.Controllers.BaseController..cctor(),1,0,0,0,0,SmsFeedback_Take4.dll
System.Web.Mvc.ViewDataDictionary.get_Item(string),1,0,0,0,0,System.Web.Mvc.dll
Resources.Global.get_logOnLogOffMsg(),2,0,0,0,0,SmsFeedback_Take4.dll
"System.Web.UI.RenderMethod..ctor(object,native int)",4,0,0,0,0,System.Web.dll
SmsFeedback_Take4.Controllers.HomeController..ctor(),1,0,0,0,0,SmsFeedback_Take4.dll
".ctor(!0,!1)",3,0,0,0,0,SmsFeedback_Take4.dll
SmsFeedback_Take4.Controllers.ReportsController.Index(),1,0,0,0.01,0,SmsFeedback_Take4.dll
System.Web.UI.Page.set_Title(string),1,0,0,0,0,System.Web.dll
Resources.Global.get_welcomeMessage(),2,0,0,0.01,0,SmsFeedback_Take4.dll
SmsFeedback_Take4.Controllers.ReportsController.<>c__DisplayClass90.<GetPosAndNegTagActivity>b__79(class SmsFeedback_EFModels.ConversationHistory),1,0,0,0,0,SmsFeedback_Take4.dll
"<>f__AnonymousTypec`3..ctor(!0,!1,!2)",2,0,0,0,0,SmsFeedback_Take4.dll
"System.Web.UI.RenderMethod..ctor(object,native int)",6,0,0,0,0,System.Web.dll
Resources.Global.get_tabReports(),2,0,0,0.01,0,SmsFeedback_Take4.dll
System.String.IsNullOrEmpty(string),7,0,0,0,0,mscorlib.dll
SmsFeedback_Take4.Controllers.ReportsController.<>c__DisplayClasse6.<GetPosNegTransitionsThirdArea>b__e0(class SmsFeedback_EFModels.ConversationHistory),1,0,0,0,0,SmsFeedback_Take4.dll
SmsFeedback_EFModels.Tag.get_Name(),6,0,0,0,0,SmsFeedback_EFModels.dll
Resources.Global.get_RepOutgoingSmsChart(),3,0,0,0,0,SmsFeedback_Take4.dll
System.Web.UI.TemplateControl.FrameworkInitialize(),4,0,0,0,0,System.Web.dll
Resources.Global.get_tabHelp(),2,0,0,0,0,SmsFeedback_Take4.dll
SmsFeedback_Take4.Controllers.ReportsController.<>c__DisplayClasscc.<GetPosNegTransitions>b__b5(class SmsFeedback_EFModels.ConversationHistory),1,0,0,0,0,SmsFeedback_Take4.dll
Resources.Global.get_feedbackSendUsFeedback(),2,0,0,0.01,0,SmsFeedback_Take4.dll
Resources.Global.get_tooltipMarkAsFavouriteImg(),2,0,0,0,0,SmsFeedback_Take4.dll
SmsFeedback_EFModels.TagType.get_Type(),4,0,0,0,0,SmsFeedback_EFModels.dll
Resources.Global.get_RepMinutesUnit(),1,0,0,0.01,0,SmsFeedback_Take4.dll
<>f__AnonymousType3`1.GetHashCode(),2,0,0,0,0,SmsFeedback_Take4.dll
Resources.Global.get_lblNoConversationSelected(),2,0,0,0,0,SmsFeedback_Take4.dll
Resources.Global.get_tooltipSendNegativeFeedback(),2,0,0,0,0,SmsFeedback_Take4.dll
SmsFeedback_EFModels.Company.get_Name(),2,0,0,0,0,SmsFeedback_EFModels.dll
Resources.Global.get_tabMessages(),2,0,0,0,0,SmsFeedback_Take4.dll
SmsFeedback_Take4.Controllers.TagsController.Dispose(bool),1,0,0,0.01,0,SmsFeedback_Take4.dll
get_HasValue(),4,0,0,0,0,SmsFeedback_Take4.dll
Resources.Global.get_tooltipSendPositiveFeedback(),2,0,0,0,0,SmsFeedback_Take4.dll
Resources.Global.get_RepTypeTable(),2,0,0,0.01,0,SmsFeedback_Take4.dll
System.Type.get_Assembly(),1,0,0,0,0,mscorlib.dll
System.Web.Routing.RouteTable.get_Routes(),1,0,0,0,0,System.Web.dll
Resources.Global.get_RepNewClientsChart(),1,0,0,0.01,0,SmsFeedback_Take4.dll
System.Web.HttpContextBase.get_User(),1,0,0,0,0,System.Web.dll
System.Web.Mvc.Controller..ctor(),1,0,0,0,0,System.Web.Mvc.dll
"System.Web.UI.BuildTemplateMethod..ctor(object,native int)",5,0,0,0,0,System.Web.dll
"<>f__AnonymousType0`2..ctor(!0,!1)",2,0,0,0,0,App_Web_q5vesloz.dll
Resources.Global.get_tooltipNrOfConvsWithUnreadMsgs(),2,0,0,0,0,SmsFeedback_Take4.dll
System.Collections.Generic.EqualityComparer`1.GetHashCode(!0),8,0,0,0,0,mscorlib.dll
Resources.Global.get_RepConversations(),1,0,0,0.01,0,SmsFeedback_Take4.dll
Resources.Global.get_RepTagsPerConversationUnit(),1,0,0,0.01,0,SmsFeedback_Take4.dll
Resources.Global.get_RepPositiveFeedback(),1,0,0,0.02,0,SmsFeedback_Take4.dll
Resources.Global.get_RepSmsPerDayUnit(),1,0,0,0.01,0,SmsFeedback_Take4.dll
Resources.Global.get_lblUserName(),1,0,0,0.01,0,SmsFeedback_Take4.dll
Resources.Global.get_messagesPageTitle(),1,0,0,0.02,0,SmsFeedback_Take4.dll
Resources.Global.get_errorMessageNotSentInsufficientCredits(),1,0,0,0.01,0,SmsFeedback_Take4.dll
System.Collections.Generic.Dictionary`2.ContainsKey(!0),2,0,0,0,0,mscorlib.dll
"System.Func`2..ctor(object,native int)",3,0,0,0,0,mscorlib.dll
Resources.Global.get_RepPosFeedbackAdded(),1,0,0,0.01,0,SmsFeedback_Take4.dll
Resources.Global.get_tooltipWpImg(),1,0,0,0.01,0,SmsFeedback_Take4.dll
SmsFeedback_Take4.Models.LogOnModel.get_UserName(),2,0,0,0,0,SmsFeedback_Take4.dll
Resources.Global.get_RepTotalSmsChart(),1,0,0,0.01,0,SmsFeedback_Take4.dll
Resources.Global.get_RepValueTable(),2,0,0,0,0,SmsFeedback_Take4.dll
SmsFeedback_Take4.Utilities.ViewExtensionMethods.IsReleaseBuild(class System.Web.Mvc.HtmlHelper),4,0,0,0,0,SmsFeedback_Take4.dll
Resources.Global.get_loginUnsuccessfulSummary(),1,0,0,0.03,0,SmsFeedback_Take4.dll
Resources.Global.get_reportsPageTitle(),1,0,0,0.01,0,SmsFeedback_Take4.dll
Resources.Global.get_LogOnModel_Password_Required(),1,0,0,0.01,0,SmsFeedback_Take4.dll
Resources.Global.get_accountAuthenticate(),1,0,0,0.01,0,SmsFeedback_Take4.dll
"System.Web.UI.BuildTemplateMethod..ctor(object,native int)",5,0,0,0,0,System.Web.dll
ASP.views_home_index_aspx.__BuildControlContent1(class System.Web.UI.Control),1,0,0,0,0,App_Web_4yrxnmfm.dll
ASP.views_reports_index_aspx.__BuildControlContent1(class System.Web.UI.Control),1,0,0,0,0,App_Web_jivbjkeg.dll
Resources.Global.get_shareOnFacebook(),1,0,0,0.01,0,SmsFeedback_Take4.dll
ASP.views_home_index_aspx.__BuildControlContent3(class System.Web.UI.Control),1,0,0,0,0,App_Web_4yrxnmfm.dll
Resources.Global.get_RepExportToExcel(),1,0,0,0.01,0,SmsFeedback_Take4.dll
SmsFeedback_EFModels.ConversationHistory.get_Date(),4,0,0,0,0,SmsFeedback_EFModels.dll
"Microsoft.VisualStudio.Web.PageInspector.Runtime.WebForms.TraceData..ctor(int32,int32,bool)",1,0,0,0,0,Microsoft.VisualStudio.Web.PageInspector.Runtime.dll
Resources.Global.get_tooltipIncludeStarredInFilter(),1,0,0,0.01,0,SmsFeedback_Take4.dll
Resources.Global.get_LogOnButtonMessage(),1,0,0,0.01,0,SmsFeedback_Take4.dll
ASP.views_reports_index_aspx.__BuildControlContent2(class System.Web.UI.Control),1,0,0,0,0,App_Web_jivbjkeg.dll
Resources.Global.get_loadMoreConversations(),1,0,0,0.01,0,SmsFeedback_Take4.dll
Resources.Global.get_tooltipDeleteConversation(),1,0,0,0.01,0,SmsFeedback_Take4.dll
Resources.Global.get_RepNegativeFeedback(),1,0,0,0.01,0,SmsFeedback_Take4.dll
Resources.Global.get_tooltipIncludeSupportFilter(),1,0,0,0.01,0,SmsFeedback_Take4.dll
ASP.views_reports_index_aspx.__BuildControlContent3(class System.Web.UI.Control),1,0,0,0,0,App_Web_jivbjkeg.dll
Resources.Global.get_thumbsUpTooltip(),1,0,0,0.01,0,SmsFeedback_Take4.dll
Resources.Global.get_errorCannotSendMessage(),1,0,0,0.01,0,SmsFeedback_Take4.dll
Resources.Global.get_readLabel(),1,0,0,0.01,0,SmsFeedback_Take4.dll
System.Web.UI.CompiledTemplateBuilder..ctor(class System.Web.UI.BuildTemplateMethod),5,0,0,0,0,System.Web.dll
Resources.Global.get_tooltipIncludeUnreadInFilter(),1,0,0,0.01,0,SmsFeedback_Take4.dll
Resources.Global.get_shareOnTwitter(),1,0,0,0.01,0,SmsFeedback_Take4.dll
Resources.Global.get_starredLabel(),1,0,0,0.01,0,SmsFeedback_Take4.dll
Resources.Global.get_tooltipCheckMessageSent(),1,0,0,0.01,0,SmsFeedback_Take4.dll
System.Text.StringBuilder.Append(string),1,0,0,0,0,mscorlib.dll
Resources.Global.get_RepReturningClientsChart(),1,0,0,0.01,0,SmsFeedback_Take4.dll
Resources.Global.get_RepWeek(),1,0,0,0.01,0,SmsFeedback_Take4.dll
ASP.views_reports_index_aspx.__BuildControlContent4(class System.Web.UI.Control),1,0,0,0,0,App_Web_jivbjkeg.dll
Resources.Global.get_RepPositiveAndNegative(),1,0,0,0.01,0,SmsFeedback_Take4.dll
Resources.Global.get_shareOnLinkedinTitle(),1,0,0,0.01,0,SmsFeedback_Take4.dll
Resources.Global.get_tooltipCheckMessageReceived(),1,0,0,0.01,0,SmsFeedback_Take4.dll
System.Collections.Generic.Dictionary`2.get_Count(),2,0,0,0,0,mscorlib.dll
Resources.Global.get_confirmDeleteConversation(),1,0,0,0.01,0,SmsFeedback_Take4.dll
Resources.Global.get_lblPassword(),1,0,0,0.01,0,SmsFeedback_Take4.dll
Resources.Global.get_tagsLabel(),1,0,0,0.01,0,SmsFeedback_Take4.dll
"System.Func`2..ctor(object,native int)",3,0,0,0,0,mscorlib.dll
Resources.Global.get_RepDay(),1,0,0,0.01,0,SmsFeedback_Take4.dll
ASP.views_home_index_aspx.__BuildControlContent2(class System.Web.UI.Control),1,0,0,0,0,App_Web_4yrxnmfm.dll
Resources.Global.get_messagesRemoveTagPlaceHolder(),1,0,0,0.01,0,SmsFeedback_Take4.dll
Resources.Global.get_supportLabel(),1,0,0,0.01,0,SmsFeedback_Take4.dll
Resources.Global.get_tooltipReplyBtn(),1,0,0,0.01,0,SmsFeedback_Take4.dll
Resources.Global.get_warningMessageSentSpendingLimitReached(),1,0,0,0.01,0,SmsFeedback_Take4.dll
Resources.Global.get_thumbsDownTooltip(),1,0,0,0.01,0,SmsFeedback_Take4.dll
Resources.Global.get_RepMonth(),1,0,0,0.01,0,SmsFeedback_Take4.dll
Resources.Global.get_shareOnLinkedin(),1,0,0,0.01,0,SmsFeedback_Take4.dll
Resources.Global.get_tooltipIncludeTagsInFilter(),1,0,0,0.01,0,SmsFeedback_Take4.dll
ASP.views_reports_index_aspx.ProcessRequest(class System.Web.HttpContext),1,0.05,0,30.22,0,App_Web_jivbjkeg.dll
Resources.Global.get_confirmDeleteMessage(),1,0,0,0.01,0,SmsFeedback_Take4.dll
Resources.Global.get_deleteMessage(),1,0,0,0.01,0,SmsFeedback_Take4.dll
Resources.Global.get_errorMessageNotSentReasonUnknown(),1,0,0,0.01,0,SmsFeedback_Take4.dll
"System.Func`2..ctor(object,native int)",3,0,0,0,0,mscorlib.dll
Resources.Global.get_filteringAddFilterTag(),1,0,0,0.01,0,SmsFeedback_Take4.dll
"System.Func`2..ctor(object,native int)",3,0,0,0,0,mscorlib.dll
Resources.Global.get_addATagLabel(),1,0,0,0.01,0,SmsFeedback_Take4.dll
ASP.views_home_index_aspx.ProcessRequest(class System.Web.HttpContext),1,0.17,0,98.23,0,App_Web_4yrxnmfm.dll
"System.Func`2..ctor(object,native int)",2,0,0,0,0,mscorlib.dll
ASP.views_home_index_aspx.__BuildControlContent4(class System.Web.UI.Control),1,0,0,0,0,App_Web_4yrxnmfm.dll
Resources.Global.get_tooltipSendEmailImg(),1,0,0,0.01,0,SmsFeedback_Take4.dll
Resources.Global.get_sendButton(),1,0,0,0.01,0,SmsFeedback_Take4.dll
"System.Func`2..ctor(object,native int)",1,0,0,0,0,mscorlib.dll
Resources.Global.get_RepNegFeedbackAdded(),1,0,0,0.01,0,SmsFeedback_Take4.dll
ASP.views_home_index_aspx.__BuildControlContent5(class System.Web.UI.Control),1,0,0,0,0,App_Web_4yrxnmfm.dll
Resources.Global.get_RepPosFeedbackRemoved(),1,0,0,0.01,0,SmsFeedback_Take4.dll
Resources.Global.get_messagesAddTagPlaceHolder(),1,0,0,0.01,0,SmsFeedback_Take4.dll
Resources.Global.get_RepClientsUnit(),1,0,0,0.01,0,SmsFeedback_Take4.dll
Resources.Global.get_RepNegFeedbackRemoved(),1,0,0,0.01,0,SmsFeedback_Take4.dll
<>f__AnonymousType0`2.get_placeholder(),2,0,0,0,0,App_Web_q5vesloz.dll
SmsFeedback_Take4.Controllers.ConversationsController.DecideIfUpdateFromExternalSourcesIsRequired(int32),1,0,0,0,0,SmsFeedback_Take4.dll
SmsFeedback_Take4.Utilities.ViewExtensionMethods.IsReleaseBuild(class System.Web.Mvc.HtmlHelper),1,0,0,0,0,SmsFeedback_Take4.dll
"System.DateTime.op_Subtraction(valuetype System.DateTime,valuetype System.DateTime)",1,0,0,0,0,mscorlib.dll
SmsFeedback_EFModels.TagTagType.get_IsDefault(),2,0,0,0,0,SmsFeedback_EFModels.dll
"System.Func`2..ctor(object,native int)",2,0,0,0,0,mscorlib.dll
<>f__AnonymousType0`2.get_class(),2,0,0,0,0,App_Web_q5vesloz.dll
"System.Func`2..ctor(object,native int)",1,0,0,0,0,mscorlib.dll
System.Web.Mvc.ViewPage`1.get_Html(),1,0,0,0,0,System.Web.Mvc.dll
System.Web.Mvc.ViewPage`1.get_Html(),1,0,0,0,0,System.Web.Mvc.dll
get_Value(),4,0,0,0,0,SmsFeedback_Take4.dll
"System.Func`2..ctor(object,native int)",1,0,0,0,0,mscorlib.dll
System.Web.UI.Control.get_Page(),2,0,0,0,0,System.Web.dll
"System.Func`2..ctor(object,native int)",1,0,0,0,0,mscorlib.dll
System.TimeSpan.get_TotalMinutes(),2,0,0,0,0,mscorlib.dll
"System.Func`2..ctor(object,native int)",1,0,0,0,0,mscorlib.dll
"System.Func`2..ctor(object,native int)",1,0,0,0,0,mscorlib.dll
SmsFeedback_EFModels.Tag.get_Description(),2,0,0,0,0,SmsFeedback_EFModels.dll
SmsFeedback_Take4.Utilities.ViewExtensionMethods.IsReleaseBuild(class System.Web.Mvc.HtmlHelper),1,0,0,0,0,SmsFeedback_Take4.dll
System.Object..ctor(),2,0,0,0,0,mscorlib.dll
"System.Func`2..ctor(object,native int)",1,0,0,0,0,mscorlib.dll
System.Collections.Generic.List`1.Add(!0),2,0,0,0,0,mscorlib.dll
"System.Func`2..ctor(object,native int)",1,0,0,0,0,mscorlib.dll
"System.Func`2..ctor(object,native int)",1,0,0,0,0,mscorlib.dll
"System.Func`2..ctor(object,native int)",1,0,0,0,0,mscorlib.dll
"System.Func`2..ctor(object,native int)",1,0,0,0,0,mscorlib.dll
System.TimeSpan..ctor(int64),1,0,0,0,0,mscorlib.dll
get_Key(),2,0,0,0,0,SmsFeedback_Take4.dll
"System.Func`2..ctor(object,native int)",1,0,0,0,0,mscorlib.dll
SmsFeedback_Take4.Models.LogOnModel.get_RememberMe(),1,0,0,0,0,SmsFeedback_Take4.dll
System.Type.GetTypeFromHandle(valuetype System.RuntimeTypeHandle),1,0,0,0,0,mscorlib.dll
"System.Func`2..ctor(object,native int)",1,0,0,0,0,mscorlib.dll
"System.Func`2..ctor(object,native int)",1,0,0,0,0,mscorlib.dll
get_Current(),2,0,0,0,0,SmsFeedback_Take4.dll
"System.Func`2..ctor(object,native int)",1,0,0,0,0,mscorlib.dll
"System.Func`2..ctor(object,native int)",1,0,0,0,0,mscorlib.dll
System.Web.Mvc.ViewPage`1.get_ViewData(),1,0,0,0,0,System.Web.Mvc.dll
System.Web.UI.Page.GetWrappedFileDependencies(string[]),1,0,0,0,0,System.Web.dll
VirtCall:<>f__AnonymousType5`2.get_key(),1,0,0,0,0,SmsFeedback_Take4.dll
SmsFeedback_Take4.Models.LogOnModel.get_Password(),1,0,0,0,0,SmsFeedback_Take4.dll
System.Web.UI.Page.GetWrappedFileDependencies(string[]),1,0,0,0,0,System.Web.dll
